"trip_id","trip_start_timestamp","trip_end_timestamp","trip_seconds","trip_miles","pickup_community_area","dropoff_community_area","fare","tip","trip_total","shared_trip_authorized","trips_pooled"
"3fa2f403de023284e8826cf0e5fb7676bfeb4eab",2019-06-30 23:30:00,2019-06-30 23:45:00,"1020","4.842738","6","8","10","0","10.72","FALSE","1"
"3fa3b32d748d7349dfdb01af75850263641f6ee4",2019-06-30 22:30:00,2019-06-30 22:45:00,"757","6.3508785415","34","41","15","0","17.55","FALSE","1"
"3fa52bf8762576a310005614b1ab1bf053e8613a",2019-06-30 22:30:00,2019-06-30 22:45:00,"1224","5.1125127852","7","19","12.5","1","16.05","FALSE","1"
"3fb032d94e0f6155fbaea089320c338077620f4f",2019-06-30 23:45:00,2019-06-30 23:45:00,"362","1.0594823995","28","24","7.5","0","10.05","FALSE","1"
"3fb1ee1687d1a4755088e29a8b9020605a5f0a1b",2019-06-30 23:15:00,2019-06-30 23:30:00,"1112","3.9608468274","8","7","10","0","12.55","FALSE","1"
"3fb3a7ec92db0a5c2bd4c1f392c166734b24f5bb",2019-06-30 23:15:00,2019-06-30 23:15:00,"865","4.4225426774","8","28","10","0","12.55","FALSE","1"
"3fbe6d71349c2f20f239cf1561ebbe3d7cf5b8f7",2019-06-30 22:30:00,2019-06-30 22:45:00,"1005","4.4264349948","28","29","10","0","12.55","FALSE","1"
"3fbfe1418c277505b7bbb376836a8f50a64f2ad1",2019-06-30 22:45:00,2019-06-30 23:00:00,"276","0.8421883131","8","32","5","0","7.55","FALSE","1"
"3fc318ffb57dd7c1ed83be46dded1ce1d7f2d5a1",2019-06-30 22:00:00,2019-06-30 22:15:00,"604","5.0360553988","8","22","7.5","0","10.05","FALSE","1"
"3fc37d816e3436ce68325359846388f68f195f14",2019-06-30 23:30:00,2019-06-30 23:45:00,"973","5.0471119639","28","8","17.5","0","20.05","FALSE","1"
"3fcefe9eda71f801b20b0b2ace8d79c3e7d5e2b0",2019-06-30 22:15:00,2019-06-30 22:30:00,"671","3.0380662636","8","7","7.5","0","10.05","FALSE","1"
"3fead1d162083de4de7a9ccc244c0d1190574363",2019-06-30 23:15:00,2019-06-30 23:30:00,"1202","5.247506674","30","28","27.5","0","30.05","FALSE","1"
"3ffe10bbcfa0ad500e8dd51066bcd5bdfa3f2da2",2019-06-30 22:30:00,2019-06-30 22:30:00,"192","0.743795995","24","22","2.5","0","5.05","FALSE","1"
"4002bde237a9d9f2895773cf7ea45ef198b21dea",2019-06-30 23:30:00,2019-06-30 23:30:00,"666","6.1001487383","8","3","10","0","12.55","FALSE","1"
"400353f7991f50121d4ef3c9a407d7fea29c3bea",2019-06-30 23:15:00,2019-06-30 23:30:00,"883","4.0359308779","29","32","37.5","0","40.35","FALSE","1"
"40085f34bc3736d47efde580a2b1a12895061d4b",2019-06-30 22:45:00,2019-06-30 23:00:00,"613","2.3456388036","8","32","7.5","1","11.05","FALSE","1"
"401e81a2a54048b86a5b66b0076ab8bcf375bb02",2019-06-30 23:45:00,2019-06-30 23:45:00,"516","3.812772878","8","7","7.5","0","10.05","FALSE","1"
"401e90794b2db5cc041b70a337a8e0e5e3e58b42",2019-06-30 23:15:00,2019-06-30 23:15:00,"402","2.2087990162","28","32","10","0","12.55","FALSE","1"
"4021a74f45b9188a12edc60a52fa678514523c34",2019-06-30 22:45:00,2019-06-30 22:45:00,"261","1.2081696617","6","3","5","0","7.55","FALSE","1"
"4025b0f30b539ab132bba6e67091046e45aba541",2019-06-30 22:45:00,2019-06-30 23:00:00,"1220","6.5214067155","8","30","12.5","0","15.05","FALSE","1"
"40360e0d7a18663cc51105b86703c35016e8efcb",2019-06-30 22:00:00,2019-06-30 22:15:00,"776","0.7053287455","6","6","5","0","7.55","FALSE","1"
"403f68b7aa82810d3bb8ff06862782b7ad71abd1",2019-06-30 23:15:00,2019-06-30 23:45:00,"1510","17.3756967043","76","6","45","0","52.55","FALSE","1"
"40404cc022f73ec5a9d0cf6c7c6c8643588d2e62",2019-06-30 22:30:00,2019-06-30 22:30:00,"559","2.1652362471","24","7","5","0","7.55","FALSE","1"
"4040ec2999eb6e1ade6c9bf2476a38bcac169d73",2019-06-30 22:45:00,2019-06-30 23:15:00,"1633","17.905592791","76","32","47.5","0","55.05","FALSE","1"
"40447c47babe91f0db02a9250eb20e88678a9653",2019-06-30 23:30:00,2019-06-30 23:30:00,"289","0.8557119539","32","8","5","0","7.55","FALSE","1"
"40555785b0c4f66ca8feb5b6a13fc8b8d87c6f14",2019-06-30 23:00:00,2019-06-30 23:15:00,"173","0.4315894366","8","8","5","0","7.55","FALSE","1"
"4059a1d67208cb4badb3d6c646ee5b5eb80d5d03",2019-06-30 22:30:00,2019-06-30 22:30:00,"199","0.9913114246","5","16","2.5","1","6.05","FALSE","1"
"405fb68b6c835f48c1bfa844982995778c0e273d",2019-06-30 22:00:00,2019-06-30 22:15:00,"818","4.662813736","29","32","17.5","0","20.35","FALSE","1"
"4066de870f966cb82b83541df97e9e1860fc2134",2019-06-30 22:00:00,2019-06-30 22:15:00,"413","1.5449599846","7","7","5","0","7.55","FALSE","1"
"406f1f9f494c4873de6152032a8c5b743984cd47",2019-06-30 22:15:00,2019-06-30 22:30:00,"955","6.6562987883","29","32","12.5","0","15.05","FALSE","1"
"40840c84ac260ef1f1da51a8a52d98d22c24f91d",2019-06-30 22:30:00,2019-06-30 23:00:00,"1517","17.6674931993","76","8","30","0","37.55","FALSE","1"
"40883b8295d665cf970f0df828af591c914bb237",2019-06-30 22:45:00,2019-06-30 23:00:00,"1620","6.996207","24","77","10","0","10.72","TRUE","1"
"40970fed74b87af46409998f4abb4c116cb2a317",2019-06-30 22:45:00,2019-06-30 23:00:00,"872","5.4560554546","7","32","10","0","12.55","FALSE","1"
"409d201055a25758aba12b78da55f9ebe04b84ba",2019-06-30 22:30:00,2019-06-30 23:00:00,"1558","9.2069448374","24","77","7.5","0","10.05","TRUE","2"
"40b339c9293d28da329c0205a48bbd25fd4c742d",2019-06-30 23:30:00,2019-06-30 23:45:00,"658","5.707959571","22","8","10","0","12.55","FALSE","1"
"40b72907904d25d9d85c013cb68ed7d1f1e75a78",2019-06-30 22:00:00,2019-06-30 22:15:00,"317","0.5636123137","6","6","2.5","0","5.05","FALSE","1"
"40b80dcf365e33578fba3c751fe50f0c675d7c32",2019-06-30 22:45:00,2019-06-30 23:00:00,"628","4.6005948847","7","3","12.5","0","15.05","FALSE","1"
"40b87dc91ac595a359ceefa6db5c8418a5e340f3",2019-06-30 22:30:00,2019-06-30 22:45:00,"1278","11.6207321271","6","31","17.5","0","20.05","FALSE","1"
"40bffff041df83b9b5ab3139b8340ac316330a7b",2019-06-30 23:00:00,2019-06-30 23:00:00,"821","3.5316211057","24","32","15","0","17.55","FALSE","1"
"40ca75b097b94880d3beb5461e61187bdca15c70",2019-06-30 22:30:00,2019-06-30 22:45:00,"663","3.621519262","32","60","7.5","0","10.05","FALSE","1"
"40cc8a630d58c5ef67bd1dd1b8b52234ad698db1",2019-06-30 22:30:00,2019-06-30 22:45:00,"935","7.6514243953","33","42","12.5","0","15.05","FALSE","1"
"40df0d081b63e9392aaba555f9000ec581c7325a",2019-06-30 23:00:00,2019-06-30 23:15:00,"1301","5.7660001724","29","22","30","0","32.55","FALSE","1"
"40df5a4e07be699312aea28101cdd99b023bd2c2",2019-06-30 22:00:00,2019-06-30 22:30:00,"1401","7.6584802927","29","8","22.5","2","27.05","FALSE","1"
"40e44f961c7a57ec226460c411827bb956dcc477",2019-06-30 22:15:00,2019-06-30 22:45:00,"1691","17.8726597227","76","32","32.5","0","40.05","FALSE","1"
"40ec59c39ac80ddaa52ac56c3a7b4c13e4709d13",2019-06-30 22:30:00,2019-06-30 22:45:00,"918","3.5445856781","33","28","5","0","12.55","TRUE","3"
"40f5b66e0751203c1178cb1c28964d5570f80b8c",2019-06-30 22:00:00,2019-06-30 22:30:00,"1792","10.7073057665","1","32","20","1","23.55","FALSE","1"
"40fd0216f5f48908bf8a30e6605d8f31de2479b2",2019-06-30 23:15:00,2019-06-30 23:45:00,"1607","15.9309171699","56","6","27.5","0","35.19","FALSE","1"
"41009720fc158f5048a156e71b6defd789c9ef3e",2019-06-30 22:00:00,2019-06-30 22:15:00,"455","3.0946671087","7","8","7.5","0","10.05","FALSE","1"
"41015df0e2ac69bf65e745b499ef8bcdfb1a4cbd",2019-06-30 22:00:00,2019-06-30 23:00:00,"2887","21.6763695195","56","22","25","0","32.59","TRUE","2"
"410b0db0bc65b0f30ec2a43e4ccc90b1f1268dbc",2019-06-30 23:15:00,2019-06-30 23:30:00,"830","5.2966661763","30","32","15","0","17.55","TRUE","2"
"410f27cb45bc1bb6f830ca59a76a095f0dbb3b6d",2019-06-30 22:45:00,2019-06-30 23:00:00,"520","3.4158552704","28","28","10","0","12.55","FALSE","1"
"410fbc7e38122c9b6e7c2725231b508a8ffa62bf",2019-06-30 22:45:00,2019-06-30 23:00:00,"359","1.140941487","8","8","7.5","3","13.35","FALSE","1"
"410fd7c8aeb99017f2fd64196448b835a97e57c5",2019-06-30 22:30:00,2019-06-30 22:30:00,"621","2.1527962205","6","6","7.5","5","15.05","FALSE","1"
"411121e0f287e512f7bbbe8df4c0c2242a74619e",2019-06-30 23:30:00,2019-06-30 23:45:00,"1107","2.6405180441","28","8","10","0","12.55","FALSE","1"
"411311986fadadf676861afef9abb67070190401",2019-06-30 22:45:00,2019-06-30 23:00:00,"248","0.6202032681","32","32","5","0","7.55","FALSE","1"
"411a414f63f732807e88ca6c9a3ea638cc94dc77",2019-06-30 23:30:00,2019-06-30 23:30:00,"298","1.2858014786","8","8","5","0","7.55","FALSE","1"
"412adbcd58382d6940bd2d149ff14cbf17703a32",2019-06-30 22:45:00,2019-06-30 23:00:00,"853","4.794188024","22","8","10","5","17.55","FALSE","1"
"412c5862ccd275c73280e4fa48ee5e2aefb018d5",2019-06-30 23:30:00,2019-06-30 23:45:00,"939","7.499514877","28","40","17.5","0","20.05","FALSE","1"
"414c80bddf3fc7fb1b3d2445e57a948e9fd27a21",2019-06-30 23:00:00,2019-06-30 23:15:00,"554","1.8223411677","29","27","12.5","0","15.05","FALSE","1"
"414d458ea90e60a7ece55e8be64f400828911225",2019-06-30 23:00:00,2019-06-30 23:00:00,"298","0.84966674","31","31","7.5","0","10.53","FALSE","1"
"415ef51e6394fd1dde3b37d4258636737720d624",2019-06-30 23:45:00,2019-06-30 23:45:00,"182","0.6194921627","8","8","2.5","0","5.05","FALSE","1"
"415fd1c28fb28cc5885d3800f6792b0d9f77c010",2019-06-30 22:15:00,2019-06-30 22:30:00,"712","2.322105995","24","8","7.5","0","10.05","FALSE","1"
"416be618c67cb02d99eeb22b1b6c276b6bc92fa7",2019-06-30 22:00:00,2019-06-30 22:15:00,"647","4.8259821408","28","33","15","0","22.85","FALSE","1"
"416bec133511ff7871e4bd1113399049784d7dea",2019-06-30 22:00:00,2019-06-30 22:00:00,"390","1.3409677543","6","6","5","0","7.55","FALSE","1"
"41724be2f79298e9e11f757fe42cfd47b4fa94fb",2019-06-30 22:45:00,2019-06-30 23:00:00,"1080","6.009801524","29","32","7.5","0","10.05","TRUE","2"
"417efe94cf69e721c05d06a9e1e1c22db0eb6907",2019-06-30 23:45:00,2019-06-30 23:45:00,"473","0.5379693132","7","6","5","0","7.55","FALSE","1"
"4183e96119e2f0b019837bfe0c45161011ab0ada",2019-06-30 23:30:00,2019-06-30 23:30:00,"364","1.8064183058","8","7","5","0","7.55","FALSE","1"
"418413302f1cf5517fa0c0a58edf2085c02c7ae4",2019-06-30 23:45:00,2019-07-01 00:00:00,"499","1.2350100588","8","32","5","0","7.55","FALSE","1"
"4184a80aa97b02ddcfd0c3b5cd7380959f66fb2a",2019-06-30 23:00:00,2019-06-30 23:30:00,"1742","9.4587728822","32","5","15","0","17.55","TRUE","3"
"418a8e553928edcbe4894073c422d3d11158d55a",2019-06-30 22:15:00,2019-06-30 22:15:00,"431","1.7149470216","33","33","5","0","7.55","FALSE","1"
"419489f0d6caeb8e902d71b4c8831e52ebe7169d",2019-06-30 22:45:00,2019-06-30 22:45:00,"434","2.8841222827","6","3","5","0","7.55","FALSE","1"
"4195e279d7ac913309e1fd4d73dfbccf21aa3f02",2019-06-30 22:30:00,2019-06-30 22:45:00,"1216","5.7519412618","29","32","22.5","6","31.35","FALSE","1"
"41b9ec72efa1bae5606df6bfd60476b072b39221",2019-06-30 22:45:00,2019-06-30 23:00:00,"718","2.1464890973","28","8","12.5","0","15.05","FALSE","1"
"41bb7da881dd3db9ec86656bbcee47d729fb211c",2019-06-30 23:30:00,2019-06-30 23:45:00,"840","4.1607762359","22","8","10","0","12.55","FALSE","1"
"41bb912777e04e8fa0d1153fa71e550d29624b64",2019-06-30 23:15:00,2019-06-30 23:15:00,"171","0.5822467151","77","77","2.5","0","5.05","FALSE","1"
"41c4181a88217bfbd4964b80084b63de8d927fe2",2019-06-30 23:30:00,2019-06-30 23:45:00,"1460","6.6931740002","32","30","5","0","7.55","TRUE","3"
"41c4a9e0cdb3038448c4df8888c7a62a8fed60a3",2019-06-30 23:30:00,2019-06-30 23:30:00,"585","1.6878964196","28","8","5","0","7.55","FALSE","1"
"41c787a6d9fbdfbae5a766bb7bc58d5d38d6b15d",2019-06-30 23:00:00,2019-06-30 23:15:00,"927","5.7956847462","29","28","32.5","0","35.05","FALSE","1"
"41cb4955a607b0df2eb80e63bac951a2bd272026",2019-06-30 23:30:00,2019-06-30 23:45:00,"928","3.8967631562","28","5","17.5","0","20.05","FALSE","1"
"41dbbff1f8a16fb508b4b4ed72f0c315ea5899e8",2019-06-30 23:15:00,2019-06-30 23:15:00,"643","3.629645841","8","28","7.5","0","10.05","FALSE","1"
"41e7bddde82e85256fc219e8eb26aae6351b38de",2019-06-30 23:15:00,2019-06-30 23:45:00,"1967","20.9923054948","56","1","32.5","0","40.19","FALSE","1"
"41ec6d4a6da2f01a768a711f754a21c7a18d43e5",2019-06-30 23:45:00,2019-07-01 00:00:00,"423","2.2102972973","28","8","5","0","7.55","FALSE","1"
"41f74461d0d3a708be5feadbf2ebb6bb5d8bfe02",2019-06-30 22:30:00,2019-06-30 22:45:00,"1022","4.1569197166","6","22","10","0","12.55","FALSE","1"
"41fd96218ed8157191a38895d767b102ccc137f9",2019-06-30 23:30:00,2019-06-30 23:45:00,"600","3.339694","6","77","15","0","15.72","FALSE","1"
"420339671616bea40dc67f82cde765cf5fec7eed",2019-06-30 23:00:00,2019-06-30 23:15:00,"510","1.4972797359","8","24","7.5","0","10.05","FALSE","1"
"420755c9d4e9c9fe40cf9c53b377d16509dc2bfd",2019-06-30 23:15:00,2019-06-30 23:45:00,"966","4.4716956209","28","8","17.5","0","20.05","FALSE","1"
"4213124dcc71ca48cf2724ff7764508709bca176",2019-06-30 23:15:00,2019-06-30 23:30:00,"389","2.4203736379","28","8","5","0","7.55","FALSE","1"
"4218e24f5c35ada11fc9d96dc54029d92a6887ab",2019-06-30 23:15:00,2019-06-30 23:30:00,"822","2.9856943886","29","28","20","0","22.55","FALSE","1"
"421ac22289cf915507eae8e1ebfcfe4af2c1a984",2019-06-30 22:30:00,2019-06-30 22:45:00,"656","3.9343313695","24","21","5","0","7.55","TRUE","3"
"422470d40cd66251af62df94c958dc9505f2b267",2019-06-30 22:00:00,2019-06-30 22:15:00,"678","2.4528655284","8","8","7.5","2","12.05","FALSE","1"
"4231a7ab36c65b06b5b6100bb9e83f3b36215a6c",2019-06-30 22:00:00,2019-06-30 22:15:00,"853","3.0657150512","3","1","7.5","0","10.05","FALSE","1"
"42371ed25a1bbdb7e453a0a608df4a2ecdcd4e3e",2019-06-30 23:00:00,2019-06-30 23:30:00,"1670","8.4544463696","77","22","17.5","0","20.05","FALSE","1"
"4238d89c90f0e191aae8c24222a7c65258c3956f",2019-06-30 22:30:00,2019-06-30 22:45:00,"958","5.2183853769","24","6","10","0","12.55","FALSE","1"
"423c0df77c400c06f7a8f7343cc4744defcb506c",2019-06-30 22:30:00,2019-06-30 22:30:00,"326","1.2456933819","3","6","5","0","7.55","FALSE","1"
"423cb370ac69305e25bd07b2c61ecbc7512ca836",2019-06-30 23:00:00,2019-06-30 23:15:00,"660","3.776407989","8","24","15","3","20.55","FALSE","1"
"423f2ba4b8c1f5f178af32f87efee907668dabf9",2019-06-30 22:15:00,2019-06-30 22:30:00,"461","1.1623624061","8","8","5","0","7.55","FALSE","1"
"424988e8b23c7e9e3c43edd2d83cc2dd95f29f5e",2019-06-30 22:00:00,2019-06-30 22:15:00,"568","2.4969088453","8","7","7.5","0","10.05","FALSE","1"
"4264a2122bd951e2b060d5f592fc3bb58ba32976",2019-06-30 22:45:00,2019-06-30 23:15:00,"1764","5.2577188971","29","8","42.5","3","48.05","FALSE","1"
"42845a1fa2ba4acbf5914627949fc29b1870c554",2019-06-30 22:45:00,2019-06-30 22:45:00,"626","3.26116086","8","24","7.5","0","10.05","FALSE","1"
"429b95266604dafdf361f2486dcabd7e58508f97",2019-06-30 22:30:00,2019-06-30 23:00:00,"1894","8.3973400233","29","7","20","0","22.490000000000002","FALSE","1"
"42a732b23e5f97bfe89ce238112c0502e41c843b",2019-06-30 22:00:00,2019-06-30 22:30:00,"1675","16.2906804774","56","6","27.5","0","35.269999999999996","FALSE","1"
"42b4461675a859c94382fe46fa9665ad234dc137",2019-06-30 22:15:00,2019-06-30 22:30:00,"954","5.1173638863","35","8","10","0","12.55","FALSE","1"
"42bca41fe63a3f7de2c0e5fabae818413335ebcf",2019-06-30 22:15:00,2019-06-30 22:30:00,"1004","4.3371578541","6","16","10","0","12.55","FALSE","1"
"42d4d576347397c88977293fce507c0f31dcc079",2019-06-30 22:30:00,2019-06-30 22:45:00,"958","3.8745542861","28","60","5","0","7.55","TRUE","4"
"42dfb5c95516dbb0edd5570b8371025c841464d4",2019-06-30 22:15:00,2019-06-30 22:45:00,"1840","4.5030216504","29","28","25","0","27.55","FALSE","1"
"42eb86f1c9cdea9be809cf92bd6d45be79f0fb63",2019-06-30 22:45:00,2019-06-30 23:00:00,"540","1.7087992922","8","28","5","2","9.55","FALSE","1"
"4307c11149c9350951174aef8c4eb1923bfe4330",2019-06-30 22:15:00,2019-06-30 22:15:00,"591","1.1266362602","6","7","5","5","12.55","FALSE","1"
"431f288918c3b2e9ae903b8fc53ed0ea67277721",2019-06-30 23:45:00,2019-07-01 00:00:00,"670","4.0713012235","28","8","7.5","0","10.05","FALSE","1"
"43223c7de15efed9b2b8c9b394030d7020907292",2019-06-30 23:15:00,2019-06-30 23:15:00,"520","2.3573220223","7","8","5","0","7.55","FALSE","1"
"4322821114bc79270c5f0ebfd8faa1bec1d8db80",2019-06-30 23:15:00,2019-06-30 23:30:00,"549","1.3221196307","8","8","5","0","7.55","FALSE","1"
"43491f1325846819c12c361820d4678c5577e275",2019-06-30 22:00:00,2019-06-30 22:00:00,"768","1.9963827294","28","8","7.5","0","10.05","FALSE","1"
"4352cc89871f7bce7184998e62829a37466842ff",2019-06-30 22:15:00,2019-06-30 22:30:00,"623","1.6202909519","6","7","5","0","7.55","FALSE","1"
"4353268036964b18ad6115bc58cf4a2e2e869033",2019-06-30 22:15:00,2019-06-30 22:45:00,"1463","14.6849170104","76","7","27.5","0","35.05","FALSE","1"
"43552c6459962f5f0fe9ecb351d32c1fd9673963",2019-06-30 22:15:00,2019-06-30 22:15:00,"512","1.8775606458","8","32","5","0","7.55","FALSE","1"
"43589067f319cba844b611a5a188546d6c1f0211",2019-06-30 22:15:00,2019-06-30 22:30:00,"818","4.9000445798","28","22","10","2","14.55","FALSE","1"
"43605799d6e6ac14209ba5a203a9f003083d70aa",2019-06-30 22:15:00,2019-06-30 22:45:00,"1679","18.932759","76","8","25","0","30.72","FALSE","1"
"4364f1f864d167d1cff411b25a998694215cf0c2",2019-06-30 22:15:00,2019-06-30 22:45:00,"1533","4.936279854","6","16","12.5","0","15.05","FALSE","1"
"436b873818f554d98ae9f0f5e9d8cf930bea3d11",2019-06-30 23:15:00,2019-06-30 23:15:00,"638","4.9196488122","25","27","10","0","12.55","FALSE","1"
"436cb307ae820a0a4b0c4bc55236b0689fb8b613",2019-06-30 22:45:00,2019-06-30 23:15:00,"1826","14.7745188205","29","77","45","0","48.45","FALSE","1"
"436dca2886ef6ca30b469b583a2ecd45fb7d2b24",2019-06-30 23:30:00,2019-06-30 23:45:00,"717","5.1269293279","28","8","17.5","0","20.05","FALSE","1"
"437bdf8b440d63f81f1f6b3627a43206e3ab741b",2019-06-30 23:30:00,2019-06-30 23:45:00,"724","3.6341724226","1","4","7.5","5","15.05","FALSE","1"
"437c3b24554e055af46e40d69135b9fa8728d031",2019-06-30 22:30:00,2019-06-30 22:45:00,"793","2.8369944095","7","28","7.5","0","10.05","FALSE","1"
"438d873a610fd1012c77050b7c0f13b321916c17",2019-06-30 22:30:00,2019-06-30 22:45:00,"624","4.2337462539","6","8","7.5","0","10.05","FALSE","1"
"4390c5adba3941b2243b37c9daefd5a3a2de7188",2019-06-30 22:00:00,2019-06-30 22:15:00,"1508","13.3951953093","56","8","22.5","0","30.19","FALSE","1"
"43a2c3fcce15c3deff943d94246f96280865154f",2019-06-30 22:00:00,2019-06-30 22:15:00,"989","6.2633592646","6","28","5","0","7.55","TRUE","2"
"43a817bb52383f6eb0488b14f8cabfeb1945ab61",2019-06-30 23:15:00,2019-06-30 23:30:00,"611","1.8707933155","8","32","5","0","7.55","FALSE","1"
"43a84411fce745430f7255865c65015d448d80de",2019-06-30 23:15:00,2019-06-30 23:30:00,"825","3.7519421964","28","22","15","0","17.55","FALSE","1"
"43aa4f7b6b960e8a3f3de4db21ab232aca0e4b35",2019-06-30 22:30:00,2019-06-30 22:30:00,"478","2.0077671891","8","32","5","0","7.55","FALSE","1"
"43b429215125cba73f87859fda9ddf5a23ce2cf6",2019-06-30 23:45:00,2019-07-01 00:00:00,"592","2.6115465386","33","32","7.5","0","10.05","FALSE","1"
"43b51338b67fddf8cd6184bcfb89aacbf9aeeb68",2019-06-30 22:45:00,2019-06-30 23:00:00,"353","1.7007654729","24","24","5","0","7.55","FALSE","1"
"43c4efbba73317bd79935e66caefa445687aa566",2019-06-30 22:30:00,2019-06-30 22:30:00,"373","1.4013716715","8","8","5","5","12.55","FALSE","1"
"43c82df593a3550a44dec648d215cd4e47c56be9",2019-06-30 22:45:00,2019-06-30 23:15:00,"1547","8.755604314","31","6","47.5","6","56.05","FALSE","1"
"43cbc6f767271160ad76150c4da6ef69495e2df5",2019-06-30 23:30:00,2019-06-30 23:45:00,"351","1.574371598","28","32","7.5","0","10.05","FALSE","1"
"43e9d2c72cc976a8c617f4a87073dce1b8a00d4a",2019-06-30 22:45:00,2019-06-30 23:15:00,"2241","6.6825038873","30","8","50","5","57.55","FALSE","1"
"43ea7e566e623f654b1c55dd1be253e6a54ef8b0",2019-06-30 22:00:00,2019-06-30 22:15:00,"580","2.4775406965","7","8","7.5","0","10.05","FALSE","1"
"43f3d467c3281e5b8069f4d805c2b0909cadc2c5",2019-06-30 22:15:00,2019-06-30 22:30:00,"743","3.1004210691","7","6","7.5","0","10.05","FALSE","1"
"43f9e4be5e209c29b4f3b1bf66d1d8204d9d7138",2019-06-30 23:00:00,2019-06-30 23:15:00,"981","7.1429511932","29","34","15","0","18.46","TRUE","2"
"43fa3d5d2e9eea681f74f4ebf9517e46e0791876",2019-06-30 23:00:00,2019-06-30 23:15:00,"1072","4.9516624681","29","22","22.5","0","25.05","FALSE","1"
"43fa9f1c9ec8d553b3ff40c3b57800f7d8a9608e",2019-06-30 22:30:00,2019-06-30 22:30:00,"511","1.4160680654","24","8","5","0","7.55","FALSE","1"
"44090547e02e0d2dfee438bd4a1168b1f4c065c3",2019-06-30 23:15:00,2019-06-30 23:15:00,"368","1.0180189772","3","3","5","0","7.55","FALSE","1"
"44091bff7778a29a424fd9362ba02d2c41501aab",2019-06-30 22:45:00,2019-06-30 23:00:00,"1201","5.6646178989","29","8","32.5","5","40.05","FALSE","1"
"4415d12da5b2d643a20332813d4d83374dc1280e",2019-06-30 22:15:00,2019-06-30 22:30:00,"504","1.9290786408","8","32","5","1","8.55","FALSE","1"
"4418d58d2cbfff4623bc1850c39a4822fb91e3b9",2019-06-30 23:15:00,2019-06-30 23:15:00,"263","1.1735750752","61","58","2.5","0","5.76","TRUE","1"
"441db74823103aca182a64b57f38564b82a1055d",2019-06-30 22:15:00,2019-06-30 22:30:00,"626","4.9545763993","8","7","7.5","0","10.05","FALSE","1"
"442d6779c85aea15f19015294e7955d9f5625c3e",2019-06-30 23:15:00,2019-06-30 23:30:00,"722","4.2380659591","30","33","22.5","0","25.05","FALSE","1"
"443e624d32977fa1ab494a6f2c40b60ccba7bd55",2019-06-30 23:00:00,2019-06-30 23:00:00,"785","0.8492418063","6","6","12.5","0","15.05","FALSE","1"
"4441cbc093c9edf5aac337061d451c181f6a1471",2019-06-30 22:00:00,2019-06-30 22:30:00,"1578","16.6800697768","76","28","30","0","37.55","FALSE","1"
"44433c33f32f146072b50a39f943db05a5c3ddad",2019-06-30 22:45:00,2019-06-30 23:00:00,"1026","4.1420495274","28","8","22.5","0","25.05","FALSE","1"
"44527d0fbface4d3b72aee4c4f897268533dc9f2",2019-06-30 23:00:00,2019-06-30 23:15:00,"1213","6.794600178","29","8","22.5","0","25.05","TRUE","1"
"445d7ff7079a3545aaf409db0dd5c811b06d42eb",2019-06-30 23:00:00,2019-06-30 23:00:00,"353","0.8246494352","8","32","7.5","3","13.05","FALSE","1"
"446995529522d291cf9716c69c681ae38a4d0c90",2019-06-30 22:45:00,2019-06-30 23:00:00,"813","4.7767394867","8","6","10","0","12.55","FALSE","1"
"4469c3584fee82f3496f411193e7ec0820b0b442",2019-06-30 22:45:00,2019-06-30 22:45:00,"821","5.1677208874","7","3","10","0","12.55","FALSE","1"
"446b275daacd9884e769a9aacc08b73146b90373",2019-06-30 22:15:00,2019-06-30 22:30:00,"780","3.043888","4","77","7.5","0","8.22","TRUE","1"
"4472f6a0868ce4250bc8c4c84c1d3b617d7ae449",2019-06-30 22:00:00,2019-06-30 22:00:00,"396","1.354270702","8","8","5","0","7.55","FALSE","1"
"4492af282c4df2a68db838729dbefe97d7f4e9ac",2019-06-30 23:15:00,2019-06-30 23:30:00,"1254","11.1729751659","56","32","20","0","27.63","FALSE","1"
"4498ba87527df2a099342f52b3d46a9623115f38",2019-06-30 22:00:00,2019-06-30 22:00:00,"546","2.3151480119","7","6","5","0","7.55","FALSE","1"
"449fddbadd5c518e450312642197b9c28de19ca4",2019-06-30 23:00:00,2019-06-30 23:15:00,"1139","6.746137728","28","33","32.5","6","46.05","FALSE","1"
"44a8b6780269e92f8a79578eddc8b0ea4bcc43a8",2019-06-30 22:30:00,2019-06-30 22:45:00,"409","1.1951602707","6","6","5","0","7.55","FALSE","1"
"44ac8b9ab1b064911f90e918ccb027e2751e1d57",2019-06-30 23:15:00,2019-06-30 23:30:00,"912","5.4073728297","8","5","10","1","13.55","FALSE","1"
"44bbc0d7f6fe55da44f113c38a5655f46607a1c9",2019-06-30 23:30:00,2019-06-30 23:45:00,"789","3.7517892546","30","58","17.5","3","23.05","FALSE","1"
"44c1d221fb4614d4c8040076ba1dadb4346f20f7",2019-06-30 23:30:00,2019-06-30 23:30:00,"498","2.6570640798","28","33","7.5","2","12.05","FALSE","1"
"44c91c57afc484c7532ea69ed7f6293e1b9c3ef2",2019-06-30 22:45:00,2019-06-30 22:45:00,"265","0.890234055","28","28","5","0","7.55","FALSE","1"
"44dc4525327a940a0395ac6b0a437c50a2a9d7e2",2019-06-30 23:15:00,2019-06-30 23:45:00,"1304","1.3544742368","6","6","10","0","12.55","FALSE","1"
